nama_uji,kondisi,filename,status,left_eye_state,right_eye_state,ear_left,ear_right,left_center_x,left_center_y,right_center_x,right_center_y,left_movement_norm,right_movement_norm,left_radius,right_radius,left_eye_width,right_eye_width,left_rel_norm_x,left_rel_norm_y,right_rel_norm_x,right_rel_norm_y,error
sci,normal,yaleB29_P00A-005E-10.png,closed,closed,closed,0.1291776315157513,0.11914675240325275,132.46994018554688,73.02130889892578,42.44747543334961,76.61951446533203,0.0,0.0,6.26540744304657,6.582964301109314,35.741172790527344,38.200103759765625,2.572556495666504,-0.11407876014709473,-2.225790023803711,0.10352440923452377,
sci,normal,yaleB29_P00A-010E+00.png,kemungkinan_tunanetra,open,open,0.3912187446939933,0.31911736905685634,137.60897827148438,51.005367279052734,39.09527587890625,48.50708770751953,0.0,0.0,7.7610297203063965,8.617024660110474,37.47471618652344,41.1049690246582,2.629261016845703,-0.02397185191512108,-2.1806137561798096,-0.06119556725025177,
sci,normal,yaleB33_P00A+005E+10.png,normal,open,open,0.40615058864857234,0.3547221923438182,129.97288513183594,43.64733123779297,33.211605072021484,43.30049514770508,0.08440880849985692,0.1481538766596799,8.474188327789307,8.647174835205078,43.04594802856445,43.72836685180664,2.207798957824707,-0.04402991384267807,-2.196903944015503,-0.07506649941205978,
sci,normal,yaleB33_P00A+005E-10.png,normal,open,open,0.3676370755705674,0.33754148530769534,130.24293518066406,43.87030029296875,33.2990608215332,44.55087661743164,0.05513252431743835,0.039781143278934554,8.668593645095825,7.919219970703125,38.50316619873047,42.804107666015625,2.519663095474243,-0.06922303885221481,-2.2779603004455566,-0.05542036145925522,
sci,normal,yaleB33_P00A+010E+00.png,normal,open,open,0.3617861684379995,0.3466145190003689,130.26345825195312,42.7547607421875,33.58690643310547,43.73716735839844,0.03195338658025829,0.0021422955382373377,8.731677770614624,8.310905694961548,39.238128662109375,44.765506744384766,2.4886844158172607,-0.09545889496803284,-2.1766202449798584,-0.054490286856889725,
sci,normal,yaleB33_P00A+010E-20.png,normal,open,open,0.360176968583359,0.3705217688579681,131.11756896972656,42.858551025390625,33.41278076171875,43.777976989746094,0.003899349569290103,0.035940409984714206,8.381048083305359,8.444921493530273,43.60585021972656,42.145416259765625,2.240438222885132,-0.08965837955474854,-2.3127493858337402,-0.021946625784039497,
sci,normal,yaleB33_P00A-005E+10.png,normal,open,open,0.35844058170892523,0.3681102587722332,130.77676391601562,43.14515686035156,33.14165496826172,44.3037109375,0.01620803338618127,0.03793716636194338,8.447161197662354,8.297372937202454,42.38557434082031,44.95206832885742,2.2941668033599854,-0.10434894263744354,-2.149609088897705,-0.053561657667160034,
sci,normal,yaleB33_P00A-005E-10.png,normal,open,open,0.33852584718684103,0.3573819892915298,130.23275756835938,42.49250793457031,32.58477020263672,43.94358825683594,0.03486054873380792,0.07072685139798417,8.425190925598145,8.51099944114685,41.7371826171875,41.674129486083984,2.3645777702331543,-0.10847066342830658,-2.385708808898926,-0.03517576679587364,
sci,normal,yaleB33_P00A-010E+00.png,normal,open,open,0.3641561150989104,0.36047426801224863,130.2176971435547,43.18077087402344,32.51637268066406,43.170989990234375,0.05883249644537393,0.050248798942437424,8.362424373626709,8.66201114654541,43.5892448425293,42.73939514160156,2.2306902408599854,-0.05544254183769226,-2.2938849925994873,-0.07274018228054047,
sci,normal,yaleB33_P00A-010E-20.png,normal,open,open,0.34468160764706773,0.36336595594420135,130.6478271484375,43.80300521850586,34.059391021728516,43.941524505615234,0.0008716764739530936,0.05837475381694575,8.125040054321289,8.298534154891968,40.716880798339844,41.08403396606445,2.3872203826904297,-0.05960902199149132,-2.441194772720337,-0.05578818544745445,
